Genre,Poem
Death,"Waking from comalike sleep, I saw the poppies, with their limp necks and unregimented beauty. Pause, I thought, say something true: It was night, I wanted to kiss your lips, which remained supple, but all the water in them had been replaced with embalming compound. So I was angry. I loved the poppies, with their wide-open"
Death,We heard the creaking clutch of the crankas they drew it up by cable and wheeland hung it sleek as a hull from the roof. Grennan jammed open the great jawsand we saw how the upper jaw hung fromthe skull. We flinched at the stench of
Death,"We walk through clouds wrapped in ancient symbolsWe descend the hill wearing water Maybe we are deadand don’t know itMaybe we are violet flowers and those we long for love onlyour unmade heartsOn attend, on attendWait for Duras and Eminescuto tell us in French then Romanianlight has wounds slow down— memory is"
Death,We were crossing a wide beach toward a blacktop parking lot. I forget now who I was with or where we were going the year The details of that particular beach vacation that summer break. Morning not long after sunrise the day already hot.In the parking lot six women wrestled a package of
Death,"We were the family there on his bed the five of us touching his arms, his chest, cradling his head.For children bending to him, to ease his departure, bless his mysteriousjourney— then I alone uncovering the bony legs, preparing him for rest.Now I, in the limbo of our fashioned earth, cannot remember how to bealive, crossing abandoned fields, edges of cracked white sea, high priest"
Death,"we won’t tell you where it lies, as in time we might need the minor intimacy of that secret. just creatures, heavy with hope & begging against the grave song inside our living, we have agreed his death is the one cold chord we refuse to endurefrom the sorry endlessness of the blues. & if ever"
Death,"What words can you wrap arounda dying brother, still dying, even now.A man who has not eaten for a monthsips at water and says, even thirst is a gift.He asks what other gifts God has given him.I’m your gift, his daughter says from a corner.And he smiles and rasps—you can"
Death,"When did I know that I’d have to carry it around in order to have it when I need it, say in a pocket,the dark itself not dark enough but needing to be added to, handful by handful if necessary, untilthe way my mother would sit all night in a room without the"
Death,"When did my knees learn how to forecast rain, and my hairbrush start yielding silver curls? Of late, a short walk makes me short of breath, and every day begins and ends with pain. Just yesterday I was raising my girls; now I’m alone, and making friends with death.So let the railroad stop at my"
Death,"When I wake up, heart up my throat, a fear taste— getting ready forthe changing skin.Your hat on the knob of the banister, tilted. You ask, why are you holding up your headwith your hand? I'm tired, stripped down, maybeI passed one of my deaths getting ready forthe changing skin. Sometimes, love, I can be your sister,"
Death,"When she stretched her armsthe mist lifted and the red buds opened on the maple trees.She, in the garden in pajamas,danced with her friend Isabel,as the fledgling robins wobbled and flew from branch to ground.Cells multiplied in her body.Her fingers spread, the warm cool air,as the mist disappeared like a"
Death,"When they die we change our mindsabout them. While they live we seethe plenty hard they’re trying, to be a star, or nice, or wise,and so we do not quite believe them. When they die, suddenly they arewhat they claimed. Turns out,that’s what one of those"
Death,When was the last time you mailed a postcard?My mother kept the ones I sent her. My sister mailed them backto me after my mother died. I had forgotten I had writtenso many small notes to my mother. The price of stampskept changing. I was always mentioning on the back
Death,"When we first met, my heart pounded. They said the shock of it was probably what broke his heart. In search of peace, we traveled once to Finland, tasted reindeer heart. It seemed so heartless, how you wanted it to end. I noticed on the nurse who took his pulse a heart tattooed above her collarbone. The"
Death,"Who goes there? hankering, gross, mystical, nude; How is it I extract strength from the beef I eat?What is a man anyhow? what am I? what are you?All I mark as my own you shall offset it with your own, Else it were time lost listening to me.I do not snivel that"
Death,"With rod and tackle box,I'm slogging through soft sand,a red sun going down in the surf, swag-belly clouds drifting inwith Ray, only two months dead,going on about girls that summerwe studied French in Québec and guzzled Labatts at the Chien d'Or,about how he'll marry again, keepat it"
Death,Yellow gold is meaningless Learning is better than pearls A woman without brilliance Leaves nothing but dim children You can hawk your gold if you’re hungry Sell your mule when you’re desperate What can you do with so many poems Sprouting dead hairs in an empty coffin *Lotus: pink dewlapped
Death,"You are turned wraith. Your supple, flitting hands, As formless as the night wind’s moan, Beckon across the years, and your heart’s pain Fades surely as a stainèd stone. And yet you will not let me rest, crying And calling down the night to me A thing that when your body moved and glowed, Living, you"
Death,You didn't win the Cyndi Lauper look-alike contest at the skating rink. Pretending to understand you're in therapy. How long do you spend thinking about women's arms.We were supposed to do it 23 times before we broke up. To honor the day we met.Suddenly everyone values at home child care now that men do it.You
Death,"You heap the logs and try to fillThe little room with words and cheer,But silent feet are on the hill,Across the window veiled eyes peer.The hosts of lovers, young in death,Go seeking down the world to-night,Remembering faces, warmth and breath— And they shall seek till"
Death,your mother shops for a fish               a plastic bag for a gloveyou untangle the wires with the crew               a boy among menyou choose the photograph for the wake               a finger in your
Affection," AT morn—at noon—at twilight dim—Maria! thou hast heard my hymn!In joy and wo—in good and ill—Mother of God, be with me still!When the Hours flew"
Affection," IThrough the dark pine trunks Silver and yellow gleam the clouds And the sun; The sea is faint purple. My love, my love, I shall never reach you. "
Affection," Thank Heaven! the crisis—The danger is past,And the lingering illnessIs over at last—And the fever called “Living” "
Affection," THOU wouldst be loved?—then let thy heartFrom its present pathway part not!Being everything which now thou art,Be nothing which thou art not. "
Affection,"‘Farewell to barn and stack and tree, Farewell to Severn shore. Terence, look your last at me, For I come home no more.‘The sun burns on the half-mown hill, By now the blood is dried; And Maurice amongst the hay lies still"
Affection,"‘Oh whence do you come, my dear friend, to me,With your golden hair all fallen below your knee,And your face as white as snowdrops on the lea,And your voice as hollow as the hollow sea?’‘From the other world I come back to you:My locks are uncurled with dripping drenching dew,You"
Affection,"‘There’s a footstep coming: look out and see,’     ‘The leaves are falling, the wind is calling;No one cometh across the lea.’—‘There’s a footstep coming: O sister, look.’—     ‘The ripple flashes, the white foam dashes;No one cometh across the brook.’—‘But he promised that he would come:     To-night, to-morrow, in joy or"
Affection,"A house that lacks, seemingly, mistress and master,With doors that none but the wind ever closes, Its floor all littered with glass and with plaster;It stands in a garden of old-fashioned roses.I pass by that way in the gloaming with Mary;"
Affection,"A stranger came to the door at eve,And he spoke the bridegroom fair. He bore a green-white stick in his hand,And, for all burden, care. He asked with the eyes more than the lipsFor a shelter for"
Affection,All in green went my love ridingon a great horse of goldinto the silver dawn.four lean hounds crouched low and smilingthe merry deer ran before. Fleeter be they than dappled dreamsthe swift sweet deerthe red rare deer. Four red roebuck at a white waterthe
Affection,"For her this rhyme is penned, whose luminous eyes, Brightly expressive as the twins of Loeda, Shall find her own sweet name, that, nestling lies Upon the page, enwrapped from every reader. Search narrowly the lines!—they hold a treasure Divine—a talisman—an amulet That"
Affection,"for NatalieSo much like sequins the sunlight on this river. Something like that kiss— remember? Fourth of July, with the moon down early"
Affection,"for TomicaMy love is as ancient as my blood. And of course my blood is still mine because a woman, sweetened black with good song, pulled me from the river like an axe pulled back from the bark. I learned love, first, as scar. And of course my love is"
Affection,Had I been raised by doves wouldn’t I have learned to fly By wolves to hunt in packs Had I been raised by gods wouldn’t I too be godlike In the movies the orphan is the killer not loved enough unwanted But wasn’t I most wanted My mother fish goddess dove into the sea for the sin of loving a mortal man I love
Affection,"He speaks like a slow evening,Some deep warm and nowhere-to-be.She is memorizing his words—    threshold, cairn, conduit, kiln—his lilt.After the storm, the woodpile is wet,And they break apart a rotting ladderFrom beneath a stairwell to burn.Horns of the drowsy steer downhillGlint like a pistol tucked into a stranger's belt.Faults"
Affection,"Her eyes were mostly shut. She didn’t speak. The sun’s slow exile crossed the wall above the bed. But once, when I bent to feed her a drop of morphine from the little plastic beak, her hand shot up and gripped my arm. She looked right at me. When she said the words,"
Affection,"How is it that, being gone, you fill my days,And all the long nights are made glad by thee? "
Affection,"I ask but one thing of you, only one,That always you will be my dream of you;That never"
Affection,"I climbed a mountain and the air constricted breathing— the terrain of the free spirit, that creature so dedicated to surmounting that the mountain, its hanging glacier, its granite slabs cut through by the trail, its heaps of rocks blocking reasonable access to the turquoise lake beneath, its wildflowers with their fraying lackadaisical paintbrushes, went by in"
Affection,"I dreamt—before death made such dreaming vain— That sometime, on a day of wind and rain, I would come home to you at fall of night And see your window flushed with firelight. There in the chill dark lonesomeness I’d wait A moment, standing at the garden gate Scarce trusting that my happiness was true,— The kind"
Affection,"I left you in the morning,And in the morning glow, You walked a way beside me To make me sad to go. Do you know me in the gloaming, Gaunt and dusty grey with roaming? Are you dumb because you know me not, Or dumb because you know?All for me? And not a question For the"
Affection,"I was sympathetic to language, but often it shrugged me and kept other lovers. I crawled through the commas of Romanticism and rejected the rhythms, though sometimes at night I could feel a little sad. I could emerge nowinto a new kind of style, but the marketis already flooded and my people have lost"
Affection,"In March I drop an egg hoping a bird will fly out disbelievingscience. All the manuals tell me this is a logical contract.You commit yourself to a shell & you end up flying. Fine.Stone after stone, I’m defacing the river of being in love with you.True, I don’t care how"
Affection,In the bronze skin of your rain-mottled angel of immigration who looks forwardwith a faux diamond clasp
Affection,"In-between the sun and moon,I sit and watchand make some roomfor letting light and twilight mingle,shaping hopeand making single glances last eternity,a little more,extending love beyond the doors of welcoming,while wedding all the parted people,even sons to violent mothers,and searching all the others finding lightwhere twilight lingers,in-between the sun and"
Affection,"Let myself in at the kitchen door.“It’s you,” she said. “I can’t get up. Forgive meNot answering your knock. I can no moreLet people in than I can keep them out.I’m getting too old for my size, I tell them.My fingers are about all I’ve the use ofSo’s to take any comfort."
Affection,Love me stupid. Love me terrible. And when I am no mountain but rather a monsoon of imperfect thunder love me. When I am blue in my face from swallowing myself yet wearing my best heart even if my best heart is a century of hunger an angry mule breathing hard or perhaps even hopeful. A small sun. Little & bright.
Affection,"Lovers, forget your love,And list to the love of these, She a window flower,And he a winter breeze.When the frosty window veilWas melted down at noon, And the cagèd yellow birdHung over"
Affection,"makes me think plurality. Maybe I can love you with many selves. Or. I love all the Porgys. Even as a colloquialism: a queering of love as singular. English is a strange language because I loves and He loves are not both grammarly. I loves you, Porgy. Better to ask what man is not, Porgy. The beauty of Nina’s"
Affection,"Many have sung of love a root of bane:       While to my mind a root of balm it is,    For love at length breeds love; sufficient blissFor life and death and rising up again.Surely when light of Heaven makes all things plain,    Love will grow plain with all its mysteries;   "
Affection,Molly Bloom's closing soliloquy...and Gibraltar as a girl where I was a Flower of the mountain yes when I put the rose in my hair like the Andalusian girls used or shall I wear a red yes and how he kissed me under the Moorish wall and I thought well
Affection,"My heart is what it was before,A house where people come and go; But it is winter with your love,The sashes are beset with snow.I light the lamp and lay the cloth,I blow the coals to blaze again; But it is winter with"
Affection,"My mistress' eyes are nothing like the sun; Coral is far more red than her lips' red; If snow be white, why then her breasts are dun; If hairs be wires, black wires grow on her head. I have seen roses damasked, red and white, But no such roses see I in her cheeks; And in"
Affection,O Distinct Lady of my unkempt adoration if i have made a fragile certainsong under the window of your soul it is not like any songs (the singers the others they have been faithfulto many things and which die i have been sometimes true to Nothing and which livesthey were fond of the handsome moon never spoke ill
Affection,"O my luve's like a red, red rose, That's newly sprung in June; O my luve's like the melodie That's sweetly played in tune.As fair art thou, my bonnie lass, So deep in luve am I; And I will luve thee still, my"
Affection,"O what to me the little roomThat was brimmed up with prayer and rest;He bade me out into the gloom,And my breast lies upon his breast.O what to me my mother's care, The house where I"
Affection,"O Winter! frozen pulse and heart of fire,What loss is theirs who from thy kingdom turnDismayed, and think thy snow a sculptured urnOf death! Far sooner in midsummer tireThe streams than under ice. June could not hireHer roses to forego the strength they learnIn"
Affection,"O Yonge fresshe folkes, he or she, In which that love up groweth with your age, Repeyreth hoom from worldly vanitee, And of your herte up-casteth the visage To thilke god that after his image Yow made, and thinketh al nis but a fayre This world, that passeth sone as floures fayre.And loveth him, the which"
Affection,"Oh see how thick the goldcup flowers Are lying in field and lane, With dandelions to tell the hours That never are told again. Oh may I squire you round the meads And pick you posies gay? —’Twill do no harm to take my"
Affection,"Oh, give us pleasure in the flowers to-day; And give us not to think so far away As the uncertain harvest; keep us here All simply in the springing of the year.Oh, give us pleasure in the orchard white, Like nothing else by day, like ghosts by night; And make us happy in the happy"
Affection,On another nightin a hotelin a roomin a cityflanked by allthat is unfamiliarI am able to movemy finger alonga glass screenonce acrossonce vertical& in secondssee your mothersmiling in a roomthat is our ownthat is now sofar away butalso not so faraway at all& she can placethe small screennear her belly&
Affection,"On the Canadian side, we're standing far enough away the Falls look like photography, the roar a radio.In the real rain, so vertical it fuses with the air, the boat below us is starting for the caves.Everyone on deck is dressed in black, braced for weather and crossing against the current of the"
Affection,"On the day they killed the last caribou, I was in love—and I did not know caribou or cities or the needs of either.I did not know scilla, and did not know a new love would be hired to trim the grass around it. The blue flowers came up through the grass like the"
Affection,"On the other side of the river there is a flame a flame burning Mayburning Augustwhen the pagoda tree blooms, the professor with lentigo bows to her when orange blossoms fall, an heir of graceful demeanor waves to her and smilesyet on the other side of the river she remains, still burning like the underwater glistening"
Affection,"Onliest man who lay hands on me. Pointer finger pad between my eyes. Pinky knuckle cool on cheekbone. God of precision, blade at my throat,for a half hour, you love me this way. Together we discover what I got from my folks—widows peak, dandruff, hair growing fast in concentric O’s. Claude, so"
Affection,"Passing stranger! you do not know how longingly I look upon you,You must be he I was seeking, or she I was seeking, (it comes to me as of a dream,)I have somewhere surely lived a life of joy with you,All is recall’d as we flit by each other, fluid,"
Affection,"PIERCE & CUDDIE Cuddie, for shame hold up thy heavye head,And let us cast with what delight to chace,And weary thys long lingring Phoebus race.Whilome thou wont the shepheards laddes to leade,In rymes, in ridles, and in bydding base:Now they in thee, and thou in sleepe"
Affection,"Pleasure is black.I no longer imaginewhere my body stops or begins.Skin transparent. Face speckledby the spit of several centuries.All the borders stare at the same fires.Oh Mamere,I'm sorry.Here I"
Affection,"Returning from the cruel fight How pale and faint appears my knight! He sees me anxious at his side; ""Why seek, my love, your wounds to hide? Or deem your English girl afraid To emulate the Indian maid?""Be mine my husband's"
Affection,"Room after room,I hunt the house throughWe inhabit together.Heart, fear nothing, for, heart, thou shalt find her,Next time, herself!—not the trouble behind herLeft in the curtain, the couch’s perfume!As she brushed it, the cornice-wreath blossomed anew,—Yon looking-glass gleamed at the wave of her feather."
Affection,"Scent of Plumeria, and the smell of burning.Not one or the other, but both. Destruction, and the blossom.Sweetheart, I'm afraid. That boy with the rifle breaksthe catechism in two. And in two. Let mesee us whole, beside the sea. My bodybusy, paying attention to yours. Already"
Affection,"Shall I compare thee to a summer's day? Thou art more lovely and more temperate. Rough winds do shake the darling buds of May, And summer's lease hath all too short a date. Sometime too hot the eye of heaven shines, And often is his gold complexion dimmed; And every fair from fair sometime declines, By chance,"
Affection,"She had me in the car. I came forward like a song. We did it before temple, after temple, between prayers. The windows echoed her mantras, our cries warmed the air. Two peaks merged, then sank below the clouds.We did it before temple, after temple, between prayers. Her stomach began to show and people"
Affection,"She recognizes its crest in the way he looks at her. The wave is as vast as the roiling mass in the Japanese Print they had paused in front of at the museum, Capped with ringlets of foam, all surging sinew. That little village along the shore would be Totally lost. There is no escaping"
Affection,"She’s sayingI wish there could be a metaphoricalinvestigative committeeand I’m sayingtherapy or a priest?and, behind us,the excellence of bright childrenand, on our walk home,the left gloveand I’m sayingI’m fueled by kissing and crimesagainst the environmentand she’s sayingthe cat shaped depression in this cushionthe necessity of the catand I’m sayingI’ve never"
Affection,"Since we’re not young, weeks have to do timefor years of missing each other. Yet only this odd warpin time tells me we’re not young.Did I ever walk the morning streets at twenty,my limbs streaming with a purer joy?did I lean from any window over the citylistening for the futureas"
Affection,"Someone has died, who will never see the black joylight expand in her mother’s blue eyes. Who will never grasp a pinky, nor be danced up, down and around and lullabied all night. Someone who will never come to realize that her Dada’s palms aren’t dirty, they’re just brown. Who made HER mother, HIM father, then"
Affection,"Staring at the stars, I imagine you vanished and dispersed in that unreachable clarity of light. They glisten, sharp and cold, vast distances apart yet coming to their marks the same time every night of their season.The seasons slowly move, carrying their forms— I recognize so few: Orion with his belt dominating winter, a wobbly W, the dipper’s angled box and handle, each bright dot individually jeweled there.Nothing"
Affection,"Start with a base map, unlabeled terrain, in shaded green and ochre, nude relief, cool continental mass bathing in blue, a face whose features now are visible, unannotated, apolitical, as if a mighty snow had settled here and muffled every static line and letter, earth as naked as the moon, but full of lively"
Affection,"Suddenly I saw the cold and rook-delighting heavenThat seemed as though ice burned and was but the more ice,And thereupon imagination and heart were drivenSo wild that every casual thought of that and thisVanished, and left but memories, that should be out of seasonWith the hot blood of youth, of"
Affection,"Suddenly, there's nothing to do and too much— the lawn, paths, woods were never so green white blossoms of every size and shape—hydrangea, Chinese dogwood, mock orange spill their glistening—Inside, your photographs and books stand guard in orderly array. Your half of the bed is smooth, the pillows plump, the phone just out of reach beyond it.No one calls early—they remember your late hours. The"
Affection,"That Mississippi chicken shack. That initial-scarred tabletop, that tiny little dance floor to the left of the band. That kiosk at the mall selling caramels and kitsch. That tollbooth with its white-plastic-gloved worker handing you your change. That phone booth with the receiver ripped out. That dressing room in the fetish boutique, those curtains and mirrors. That funhouse, that"
Affection,"The door was opened and I saw you thereAnd for the first time heard you speak my name.Then like the sun your sweetness overcameMy shy and shadowy mood; I was awareThat joy was hidden in your happy hair,And that for you love held no hint of shame;My eyes caught light"
Affection,"The entire world wantsTo pretend to be a foreignerIn a big box store & wanderThe aisles shouting, endlessly—But I am pretty sure that todayIs my day to not just be a guyBut to be the guy. A baby grows In each drawer of the million-Drawered cherrywood cabinetThat is my head &"
Affection,"The fern gathers where the water seldom goes unless the storms swell this world of wise choices, the loud trickle of clear tongues of the stream licking the edges of rock, while up ahead a curve hides tomorrow from our crystal ball, the thing we are afraid to admit we have, the guarantee we hide from"
Affection,"The mayor, in order to marry us, borrowed a necktie from a lawyer which, on him, looked stupid and kept his eye on a red pigeon which somehow got in to coo her disappointment, if only for the record, though one of the twowitnesses who kicked the red got only what she deserved and"
Affection,The moon builds its towerSisyphean projectLike a velvet landscapea velvet Elvis above the boothI want to arrive this waylike resurrectionin front of you but notCasual on a curbtrapped in a beamalmost crossing in frontof every moving vehicleA long pauseA breathSkin feathered over bonesilvering and brightWe want it to happen this
Affection,"The sense of the world is short,—Long and various the report,—              To love and be beloved;Men and gods have not outlearned it;And, how oft soe’er they’ve turned it,              ’Tis not to be improved."
Affection,"The sleepy shark rolls from bed at the sound of the bell: the fisherman's foot ringing in the water. On the pier a young girl purchases a dried apricot from a vendor and rolls its wrinkled skin over her tongue before biting down. Behind tightly drawn curtains, the boy who"
Affection,"The snow,ah yes, ah yes indeed,is white and beautiful, white and beautiful,verily beautiful –from my window.The sea,ah yes, ah yes indeed,is green and alluring, green and alluring,verily alluring –from the shore.Love, ah yes, ah yes, ah yes indeed,verily yes, ah yes indeed!"
Affection,"The socks came in a pack of five.What is the most boring subjectpossible? Translucent bluewith punctures pierced to shapea star around the ankle.I carried them along the aislesas if I needed them. I fingeredlacquered dishes and the rubber headsof mallets, crystal trinketsstitched to underwear.Wherever you go, this buffering.A dull hour."
Affection,"there is amoon solein the bluenightamorous of waterstremulous,blinded with silence theundulous heaven yearns where in tense starlessnessanoint with ardorthe yellow lover stands in the dumb darksvelteand"
Affection,"There is no fixed place and by that I meantake a look at things that are. Split by theturn of year, its newness and all it brings,which of its possibilities can we trust?Elsa is involved in a clandestinelove affair which, let’s be honest, should beall love affairs until they’re over."
Affection,"There's in the Vest a city pleasant To vich King Bladud gev his name, And in that city there's a Crescent Vere dwelt a noble knight of fame.Although that galliant knight is oldish, Although Sir John"
Affection,There’s too little time left to measurethe space between us for that waslong ago—that time—so just lieunder the dark blue quilt and putthe fat pillows with the blue slipson the great windowsill so we canlook over them and down to thesmall figures hurrying byin total silence and think of the
Affection,They are not real She said from the cellar And slowly unveiled The flat scope Lizards and their eggs That I hang around the neck You will break your legs He warned me And I believed him Ruby edgings around The mushroom-colored stones And the man who told me The women Are like pictures in a book They are not real And so I believed
Affection,"This golden head has wit in it. I live Again, and a far higher life, near her. Some women like a young philosopher; Perchance because he is diminutive. For woman’s manly god must not exceed Proportions of the natural nursing size. Great poets and great sages draw no prize With women: but the little lap-dog breed, Who can"
Affection,"This morning, the lovers—who last night were slurring and stumblingand when I looked out, each grippingthe other’s taut throat in a clench of callousand nail—sit on their front steps. The womansmokes an idle cigarette. The man loungestwo steps down from her and leans his headinto her lap. Beer cans and"
Affection,"Three sang of love together: one with lips   Crimson, with cheeks and bosom in a glow,Flushed to the yellow hair and finger tips;   And one there sang who soft and smooth as snow   Bloomed like a tinted hyacinth at a show;And one was blue with famine after love,   Who like"
Affection,"Throw scissors at it.Fill it with strawand set it on fire, or set itoff for the colonies with onlysome books and dinner- plates and a stuffed bearnamed Friend Bear for meto lose in New Jersey.Did I say me? Thingshave been getting less and less"
Affection,"Thy fingers make early flowers of all things. thy hair mostly the hours love: a smoothness which sings,saying (though love be a day) do not fear,we will go amaying.thy whitest feet crisply are straying. Always thy moist eyes are at kisses playing, whose strangeness much says;singing (though love be a day) for which girl art thou flowers bringing?To be thy lips is"
Affection,"To Fanny.I cry your mercy—pity—love!—ay, love! Merciful love that tantalises not One-thoughted, never-wandering, guileless love, Unmask'd, and being seen—without a blot! O! let me have thee whole,—all—all—be mine! That shape, that fairness, that sweet minor zest Of love, your kiss,—those hands, those eyes divine, That warm, white, lucent, million-pleasured"
Affection,"To have been told “I love you” by you could well be, for me,the highlight of my life, the best feeling, the best peakon my feeling graph, in the way that the Chrysler buildingmight not be the tallest building in the NY sky but isthe best, the most exquisitely spired,"
Affection,"To Tommaso De’ CavalieriVeggio co' bei vostri occhi.With your fair eyes a charming light I see, For which my own blind eyes would peer in vain; Stayed by your feet, the burden I sustain Which my lame feet find all too"
Affection,"tonight for a moment as the owl sleepsi’m going to dust this city’s dirt from my clothesthe dry hot deaths that bring the strongest to their knees.i’m going to run headlong through a rainstormdodging lightening blasts and hurdling riversas wolves howl on a peak of purple darkness.with my nose flaring,"
Affection,"Translated from Portuguese by John KeeneThe first time I kissed It was my girlfriends who kissed They invented a flavor, a style, a smell My lips weren't there.The first time I kissed The prince was chosen by these dreaming girls He was a jerk to me A toad, a dragon that spat its fire on meI"
Affection,"True Love is but a humble, low-born thing,And hath its food served up in earthen ware;It is a thing to walk with, hand in hand,Through the every-dayness of this work-day world,Baring its tender feet to every roughness,Yet letting not one heart-beat go astrayFrom Beauty’s law of plainness and content;A simple,"
Affection,turns out there are more planets than stars more places to land than to be burnedI have always been in love with last chances especiallynow that they really doseem like last chancesthe trill of it all upending what’s left of my head after we explodeare you ready to ascend in the morning I will take
Affection,"Twigs collectby the side of the path.Wild flowers spacethemselves. Pigeons respond instantly to beingchased. The ground risesto the tree. If I lookthrough the boy—to loss, to a future, to else— nothing is enough to hold the groundinto one place. This is your foot, I say. But people"
Affection,"Twilight shade is calmly falling     Round about the dew-robed flowers;Philomel’s lone song is calling     Lovers to their fairy bowers;Echo, on the zephyrs gliding,     Bears a voice that seems to say,“Ears and hearts, come, list my tiding,     This has been a wedding-day.”Hark! the merry chimes are pealing,     Soft and glad the"
Affection,"Unfolded out of the folds of the woman man comes unfolded, and is always to come unfolded,Unfolded only out of the superbest woman of the earth is to come the superbest man of the earth,Unfolded out of the friendliest woman is to come the"
Affection,"Valentine's Day, our first apart. Are you not coming back? Where do I put this paper heart?The snow, the sleet last night this morning's year whites-out out world. They said you'd reappearonce I let you go got rid of history's mess (the noise, the clutter I created) said you'd return to blessa quiet life share it again with me lend me"
Affection,"Vast and gray, the skyis a simulacrumto all but him whose daysare vast and gray, and—In the tall, dried grassesa goat stirswith nozzle searching the ground.—my head is in the airbut who am I…?And amazed my heart leapsat the thought of lovevast and grayyearning silently over me."
Affection,"We find out the heart only by dismantling what the heart knows. By redefining the morning, we find a morning that comes just after darkness. We can break through marriage into marriage. By insisting on love we spoil it, get beyond affection and wade mouth-deep into love. We must unlearn the constellations to see the stars. But"
Affection,"We imagine Natalie held a gelatinous greensliver on her tongue, that its watery disk caught the lamplight beforeshe slipped from her yacht to drown in the waves off this island. This was thirty years ago. And our tomato’s strain stretches back decades, to an heirloom seedsaved before either"
Affection,"We lay in shade diaphanous And spoke the light that burns in usAs in the glooming’s net I caught her, She shimmered like reflected water!Romantic and emphatic moods Are not for her whom life eludes...Its vulgar tinsel round her fold? She'd rather shudder with the cold,Attend just this elusive hour, A shadow in a shadow"
Affection,"We tell beginnings: for the flesh and the answer, or the look, the lake in the eye that knows, for the despair that flows down in widest rivers, cloud of home; and also the green tree of grace, all in the leaf, in the love that gives us ourselves.The word of nourishment passes through"
Affection,"We walk through clouds wrapped in ancient symbolsWe descend the hill wearing water Maybe we are deadand don’t know itMaybe we are violet flowers and those we long for love onlyour unmade heartsOn attend, on attendWait for Duras and Eminescuto tell us in French then Romanianlight has wounds slow down— memory is"
Affection,We were crossing a wide beach toward a blacktop parking lot. I forget now who I was with or where we were going the year The details of that particular beach vacation that summer break. Morning not long after sunrise the day already hot.In the parking lot six women wrestled a package of
Affection,"We will count on these walls to whisper our resumes to the strangers who take up the work of these rooms,forwarding them past dust."
Affection,"What are we first? First, animals; and next Intelligences at a leap; on whom Pale lies the distant shadow of the tomb, And all that draweth on the tomb for text. Into which state comes Love, the crowning sun: Beneath whose light the shadow loses form. We are the lords of life, and life is warm. Intelligence"
Affection,"What faculties, when perverted, most degrade the mind?What faculties, when perverted, does it cost most to gratify?I undertook to discover the soul in the body—I looked in the pineal gland, I lookedin the vena cava. I looked in everyperforating arterial branch. With the fingersof my right, I touched the Will"
Affection,"what I really mean. He paints my name across the floral bed sheet and ties the bottom corners to my ankles. Then he paints another for himself. We walk into town and play the shadow game, saying Oh! I'm sorry for stepping on your shadow! and Please be careful! My shadow is"
Affection,"What lips my lips have kissed, and where, and why,I have forgotten, and what arms have lainUnder my head till morning; but the rainIs full of ghosts tonight, that tap and sighUpon the glass and listen for reply,And in my heart there stirs a quiet"
Affection,"What was said to the rose that made it open was said to me here in my chest. What was told the cypress that made it strong and straight, what waswhispered the jasmine so it is what it is, whatever made sugarcane sweet, whateverwas said to the inhabitants of the town of Chigil"
Affection,"What was there is no longer there: Not the blood running its wires of flame through the whole length Not the memories, the texts written in the language of the flat hills No, not the memories, the porch swing and the father crying The genteel and elegant aunt bleeding out on the highway (Too black"
Affection,"When April bends above me And finds me fast asleep, Dust need not keep the secret A live heart died to keep.When April tells the thrushes, The meadow-larks will know, And pipe the three words lightly To all the winds that blow.Above his roof the swallows, In notes like far-blown rain, Will tell the little sparrow Beside his window-pane.O"
Affection,when god lets my body beFrom each brave eye shall sprout a tree fruit that dangles therefromthe purpled world will dance upon Between my lips which did singa rose shall beget the spring that maidens whom passion wasteswill lay between their little breasts My strong fingers beneath the snowInto strenuous birds shall go my love
Affection,"When he procured her, she purveyed him. When he rationed her out,she made him provisional. On beingprovisional, he made her his trough. On being a trough, she made him her silo.At once a silo, he made her his cut. On being a cut,she made him her utensil. On being a utensil,"
Affection,"When I heard at the close of the day how my name had been receiv'd with plaudits in the capitol, still it was not a happy night for me that follow'd,And else when I carous'd, or when my plans were accomplish'd, still I was not happy, "
Affection,"When I see a young treeIn its white beginning,With white leavesAnd white budsBarely tipped with green,In the April weather,In the weeping sunshine—Then I see my lady,My democratic queen,Standing free and equalWith the youngest woodland saplingSwaying, singing in the wind,Delicate and white:Soul so near to blossom,Fragile, strong as death;A kiss from"
Affection,"When I smell the dirt on the oiled leather I fear that I am leaving everyone to become A field of wind and sunlight. I climb a stone wall to look at the ocean With a bird call stuck in my mind. The frog, my spirit animal, cocks Its bulging eyeball at me and its throat Enlarges"
Affection,"When I touch your skin and goosebumps lift,it’s your mind that surfaces there.When your iris tightens mechanicallyaround your pupil, that aperturebecomes for me the blacked-outcockpit of your mind.                                        It’s your mindthat"
Affection,"when life is quite through with and leaves say alas, much is to do for the swallow,that closes a flight in the blue;when love's had his tears out, perhaps shall pass a million years (while a bee dozes on the poppies,the dears;when all's done and said,and under the grass lies her head by oaks and roses deliberated.) "
Affection,"When smoke stood up from Ludlow, And mist blew off from Teme, And blithe afield to ploughing Against the morning beam I strode beside my team,The blackbird in the coppice Looked out to see me stride, And hearkened as I"
Affection,"When the bottle of hot sauce shattered in the kitchen he stood in the doorframe, shook his head at the mess. Not worried if I was injured, mostly curious at what else it was I’d broken. You are so clumsy with the things you hold, he never said. The red stain on my"
